# INDEX	SECTOR	MATTER_FRACTION_1  MATTER_RADIUS_1  PT_Min  SIGMA_ND_NORM

# sector 0
00	0	5.247823e-01	9.416053e-01	2.222986e+00	1.080404e+00
01	0	3.860534e-01	8.208537e-01	2.234909e+00	9.093602e-01
02	0	4.193039e-01	8.417383e-01	2.331244e+00	1.085523e+00
03	0	5.568348e-01	8.597042e-01	2.245164e+00	8.080820e-01
04	0	5.201164e-01	9.383392e-01	2.262724e+00	1.120534e+00
05	0	3.437880e-01	9.159740e-01	2.632983e+00	1.129873e+00
06	0	3.765752e-01	8.991559e-01	2.403633e+00	8.575464e-01
07	0	3.401018e-01	8.632066e-01	2.672144e+00	9.393764e-01
08	0	5.467185e-01	8.834694e-01	2.445093e+00	9.660290e-01
09	0	6.055132e-01	7.801940e-01	2.734642e+00	1.087860e+00

